Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL MANOEL PERCILIANO DOS SANTOS;28027248;SE;Nossa Senhora Aparecida;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO CRUZ DAS GRACAS, S/N ZONA RURAL. 49540-000 Nossa Senhora Aparecida - SE.";(79) 34831323;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-10.4446111;-37.4860226
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE MUNCIPAL GILZETE FEITOSA DIAS;28027264;SE;General Maynard;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ALVARO CARDOSO, SN PROPRIO. CENTRO. 49750-000 General Maynard - SE.";(79) 999160381;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.68549;-36.98345
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL PROF ADILIA DE AGUIAR LEITE;28027299;SE;Carmópolis;Urbana;A escola não está em área de localização diferenciada;Pública;"AV. JOSE AMADO ALVES, S/N PREDIO. TRAPIA I. 49740-000 Carmópolis - SE.";(79) 999533205;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-10.64731221;-36.98837995
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO CANTINHO DA SABEDORIA;28027337;SE;Nossa Senhora da Glória;Urbana;A escola não está em área de localização diferenciada;Privada;"TRAVESSA SIMPLICIO FRANCISCO DE SOUZA, 47 PREDIO. CENTRO. 49680-000 Nossa Senhora da Glória - SE.";(79) 999399332;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-10.21582062;-37.42162535
ESCOLA PARALISADA;CRECHE PARAISO DE BEBE;28027345;SE;Japaratuba;Urbana;Não Informado;Privada;"AVENIDA OTAVIO ACIOLY SOBRAL S/N, 49960-000 Japaratuba - SE.";(79) 32721385;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;CREC PRE ESC REINO ENCANTADO DA CRIANCA;28027353;SE;Japaratuba;Urbana;Não Informado;Privada;"RUA TRANQUEDO NEVES, 49960-000 Japaratuba - SE.";(79) 32721841;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;ESCOLA MUNICIPAL SAO JOSE;28027361;SE;Japaratuba;Rural;Não Informado;Pública;"POVOADO, 49960-000 Japaratuba - SE.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DERNIVAL JOAQUIM DOS SANTOS;28027370;SE;Feira Nova;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA PETRONILO MENEZES DE CUTIA, 435 TANCREDO NEVES. 49670-000 Feira Nova - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-10.2690748;-37.3038027
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO PIRRALHO;28027396;SE;Neópolis;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA SOLON GUEDES BARRETO, 587 PREDIO. CENTRO. 49980-000 Neópolis - SE.";;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.32268589;-36.57773512
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUL MANOEL DA SILVA;28027426;SE;Ilha das Flores;Rural;A escola não está em área de localização diferenciada;Pública;"PRACA SANTANA, S/N PREDIO. POVOADO AROEIRAS. 49990-000 Ilha das Flores - SE.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.4483703;-36.520988
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL DELMIRO DE MIRANDA BRITTO;28027434;SE;Canindé de São Francisco;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DO BATALHAO, 63 ESCOLA. CENTRO. 49820-000 Canindé de São Francisco - SE.";(79) 33461223;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Médio;;-9.656731667;-37.78878167
ESCOLA PARALISADA;ESC MUNICIPAL LAGOA DO BOI;28027442;SE;Itabi;Rural;Não Informado;Pública;"LAGOA DO BOI, POVOADO. 49870-000 Itabi - SE.";(79) 33141208;Municipal;Não Informado;Não;;;;;-10.03317414;-37.18240284
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE MUNICIPAL PROFESSORA MARIA AUXILIADORA TORRES REZENDE;28027469;SE;Canhoba;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JACKSON DE FIGUEIREDO, S/N PREDIO. CENTRO. 49880-000 Canhoba - SE.";(79) 999597546;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-10.13762501;-36.97182042
ESCOLA PARALISADA;ESCOLA MUNICIPAL SANTA ROSA;28027485;SE;Porto da Folha;Rural;Não Informado;Pública;"COMUNIDADE SANTA ROSA, 49800-000 Porto da Folha - SE.";;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;ESCOLA MUNICIPAL PEQUENO PRINCIPE;28027493;SE;Porto da Folha;Rural;Não Informado;Pública;"COMUNIDADE MARRECAS, 49800-000 Porto da Folha - SE.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL MANOEL CAIO FEITOSA;28027507;SE;Porto da Folha;Rural;A escola não está em área de localização diferenciada;Pública;"RUA DA QUADRA, 49800-000 Porto da Folha - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-9.9772733;-37.4322326
ESCOLA PARALISADA;ESCOLA MUNICIPAL AROALDO SIMPLICIO DA SILVA;28027515;SE;Porto da Folha;Rural;Não Informado;Pública;"COM. ESTADO, 49800-000 Porto da Folha - SE.";;Municipal;Não Informado;Não;;;;;-9.880526;-37.45288
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE MUNICIPAL VIRGINIA COSTA VIEIRA;28027531;SE;Estância;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA MARIA HELENA SILVA FROES, SN BOMFIM. 49200-000 Estância - SE.";(79) 999699400;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-11.26108;-37.445835
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM DE INFANCIA CELUTA DOS SANTOS;28027558;SE;Japaratuba;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO MUNDO NOVO, S/N 49960-000 Japaratuba - SE.";(79) 32723234;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-10.46856566;-36.89322968
ESCOLA PARALISADA;ESCOLA MUL PAULINO VITOR DA SILVA;28027566;SE;Poço Redondo;Rural;Não Informado;Pública;"MONTE ALEGRE VELHO, COMUNIDADE. 49810-000 Poço Redondo - SE.";(79) 999392663;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUL MARIA GILDA RESENDE;28027590;SE;Poço Redondo;Rural;A escola não está em área de localização diferenciada;Pública;"FLOR DA SERRA, COMUNIDADE. 49810-000 Poço Redondo - SE.";(79) 998294722;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;-9.920760202;-37.86738991
ESCOLA PARALISADA;ESCOLA MUNICIPAL ANTONIO JOAQUIM;28027612;SE;Poço Redondo;Rural;Não Informado;Pública;"LAGOA COMPRIDA, FAZENDA. 49810-000 Poço Redondo - SE.";(79) 999392663;Municipal;Não Informado;Não;;;;;;
ESCOLA PARALISADA;ESCOLA MUL PAULO JOAQUIM DOS SANTOS;28027639;SE;Poço Redondo;Rural;Não Informado;Pública;"MORRO VERMELHO, COMUNIDADE. 49810-000 Poço Redondo - SE.";(79) 999392663;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE MUL PROFESSORA DOMITILA ALVES;28027647;SE;Poço Redondo;Urbana;A escola não está em área de localização diferenciada;Pública;"AV. ALCINO ALVES COSTA, 49810-000 Poço Redondo - SE.";(79) 999550560;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-9.81520569;-37.67976976
ESCOLA PARALISADA;ESCOLA MUNICIPAL JOSE VIEIRA DE RESENDE;28027710;SE;Gararu;Rural;Não Informado;Pública;"POVOADO LAGINHA, SN CASA. ZONA RURAL. 49830-000 Gararu - SE.";(79) 33541121;Municipal;Não Informado;Não;;;;;-10.05255647;-37.13182485
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL PROFESSOR JOSE AUGUSTO DA ROCHA LIMA;28027736;SE;Gararu;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JACKSON DE FIGUEIREDO, 0 CENTRO. 49830-000 Gararu - SE.";(79) 33541216;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-9.968054923;-37.08266314
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL NOSSA SENHORA DO SOCORRO;28027760;SE;Nossa Senhora do Socorro;Urbana;A escola não está em área de localização diferenciada;Pública;"AV I - CONJUNTO JOAO ALVES, 420 TAICOCA. 49160-000 Nossa Senhora do Socorro - SE.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-10.85722415;-37.08178738
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEF MINISTRO GERALDO BARRETO SOBRAL;28027825;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA E, S/N DOM LUCIANO. 49071-241 Aracaju - SE.";(79) 31793463;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;;-10.88356929;-37.0740353
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI PROFª JOANA MARIA DA SILVA;28027850;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CARLOS GOMES, 180 FAROLANDIA. 49032-050 Aracaju - SE.";(79) 31792709;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.97083219;-37.05857159
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI BERENICE CAMPOS;28027868;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANTONIO DOS SANTOS, 468 PORTO DANTAS. 49067-020 Aracaju - SE.";(79) 31793457;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.8759216;-37.0525349
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE ESTUDOS TRIUNFO DO SABER LTDA-ME;28027884;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SAO JORGE, 186 SANTOS DUMONT. 49087-560 Aracaju - SE.";(79) 32453793;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.8914341;-37.0793724
ESCOLA PARALISADA;CENTRO DE EDUCACAO BASICA SANTA TEREZINHA;28027922;SE;Aracaju;Urbana;Não Informado;Privada;"RUA RIBEIROPOLIS, 678 SUISSA. 49052-360 Aracaju - SE.";(79) 32112480;Privada;Não Informado;Não;;;;;-10.92918991;-37.08402235
ESCOLA PARALISADA;PRE-ESCOLAR NOSSA S RAINHA DO MUNDO;28027957;SE;Aracaju;Urbana;Não Informado;Privada;"AVENIDA LUCIANO MONTEIRO SOBRAL, LUZIA. 49048-000 Aracaju - SE.";(79) 32316065;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;CENTRO DE EDUCACIONAL MARIO DE ANDRADE;28027973;SE;Nossa Senhora do Socorro;Urbana;Não Informado;Privada;"RUA 5, 56 CONJ. JOAO ALVES. 49160-000 Nossa Senhora do Socorro - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE DOM TAVORA;28028007;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"PRACA DA BANDEIRA, 70 SAO JOSE. 49015-020 Aracaju - SE.";(79) 31791116;Privada;Filantrópica;Não;Em Tramitação;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.91862;-37.05702
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDUCACAO DE JOVENS E ADULTOS DO ENSINO FUNDAMENTAL DE CARIRA;28028031;SE;Carira;Urbana;A escola não está em área de localização diferenciada;Pública;"PRACA JOSE DURVAL MATOS, 120 CENTRO. 49550-000 Carira - SE.";(79) 981048575;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação de Jovens Adultos;;-10.35726293;-37.70261428
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE MUNICIPAL CARMEM DO PRADO LEITE;28028090;SE;Estância;Urbana;A escola não está em área de localização diferenciada;Pública;"AV GETULIO VARGAS, 674 CENTRO. 49200-000 Estância - SE.";(79) 998624284;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-11.27039544;-37.4369001
ESCOLA PARALISADA;ESCOLA SALESIANA DE ENSINO FUNDAMENTAL SAO DOMINGOS SAVIO DO ORATORIO FESTIVO NOSSA SENHORA AUXILIAD;28028120;SE;Aracaju;Urbana;Não Informado;Privada;"RUA NOSSA SENHORA DAS DORES, CIRURGIA. 49055-480 Aracaju - SE.";(79) 32145041;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;ESCOLA DE 1º GRAU SAO LOURENCO;28028163;SE;Aracaju;Urbana;Não Informado;Privada;"AVENIDA PREFEITO HERACLITO ROLLEMBERG, S/N FAROLANDIA. 49030-640 Aracaju - SE.";(79) 31794616;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE MUNICIPAL ZULEIDE CAROZO GADJOS;28028180;SE;Carmópolis;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MIGUEL REZENDE, SN CENTRO. 49740-000 Carmópolis - SE.";(79) 32771170;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-10.65157096;-36.98885573
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA DE EDUCACAO INFANTIL MARIA VIRGINIA LEITE FRANCO;28028201;SE;Estância;Urbana;A escola não está em área de localização diferenciada;Pública;"RESIDENCIAL RECANTO VERDE, RUA Z, S/N SEGUNDA ETAPA. CIDADE NOVA. 49200-000 Estância - SE.";(79) 999620581;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-11.2384931;-37.4231513
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO SOCIAL SAO FRANCISCO;28028210;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SAO FRANCISCO, 158 CIDADE NOVA. 49063-067 Aracaju - SE.";(79) 31793418;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.88661089;-37.06450333
ESCOLA PARALISADA;IRMANDADE DOUTRINARIA PAE JACOB;28028244;SE;Aracaju;Urbana;Não Informado;Privada;"TRAVESSA ARACAJUZINHO, INDUSTRIAL. 49065-120 Aracaju - SE.";(79) 32151366;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL GINA FRANCO;28028252;SE;São Cristóvão;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOAO BEBE AGUA, 55 CENTRO. 49100-000 São Cristóvão - SE.";(79) 988188880;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atendimento Educacional Especializado;-11.01505833;-37.20568
ESCOLA PARALISADA;ESC DE EDUC ESPEC DR JORGE BORNHAUSEN;28028279;SE;Aracaju;Urbana;Não Informado;Privada;"AVENIDA SAO JOAO BATISTA, S/N CASTELO BRANCO. PONTO NOVO. 49097-000 Aracaju - SE.";(79) 32594741;Privada;Não Informado;Não;;;;;-10.93192706;-37.07822341
ESCOLA PARALISADA;SOC SERGIPANA DE CULTURA ESC JOAO XXIII;28028287;SE;Aracaju;Urbana;Não Informado;Privada;"RUA CONEGO SERAPIAO MACHADO, INDUSTRIAL. 49065-220 Aracaju - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;ASS DOS M DO MEDICE E JARDIM BAIANO;28028295;SE;Aracaju;Urbana;Não Informado;Privada;"RUA DEPUTADO MATOS TELES, LUZIA. 49048-070 Aracaju - SE.";(79) 32181521;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL HELIO WANDERLEY SOBRAL CARVALHO;28028317;SE;Itaporanga d'Ajuda;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FRANCISCO SOBRAL GARCEZ, S/N PREDIO. CENTRO. 49120-000 Itaporanga d'Ajuda - SE.";(79) 999045144;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-10.99998199;-37.31533145
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL LAURINDA CONDE SOBRAL;28028325;SE;Itaporanga d'Ajuda;Urbana;A escola não está em área de localização diferenciada;Pública;"PRACA DOMICIO DA CONCEICAO, S/N PREDIO PUBLICO. CENTRO. 49120-000 Itaporanga d'Ajuda - SE.";(79) 999873616;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.9998484;-37.3115948
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA SESC;28028333;SE;Aracaju;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA FREI PAULO, 154 SAO JOSE. 49015-260 Aracaju - SE.";(79) 35122441;Privada;Particular;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-10.92132623;-37.05668518
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL MARIA AUGUSTA GARCEZ;28028368;SE;Itaporanga d'Ajuda;Rural;Área de assentamento;Pública;"POVOADO ASSENTAMENTO 08 DE MARCO, S/N PREDIO PUBLICO. ZONA RURAL. 49120-000 Itaporanga d'Ajuda - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.85629921;-37.34543604
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO EDU NOSSA SENHORA DA BOA HORA;28028376;SE;Campo do Brito;Urbana;A escola não está em área de localização diferenciada;Privada;"PRACA GOVERNADOR LOURIVAL BATISTA, 158 CENTRO. 49520-000 Campo do Brito - SE.";(79) 34431090;Privada;Particular;Não;Não;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.75117781;-37.49354186
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL PROFESSORA MARIA DE LOURDES GOIS;28028384;SE;Riachuelo;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA JOSE DA COSTA SANTOS, 136 CENTRO. 49130-000 Riachuelo - SE.";(79) 988545129;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-10.73104855;-37.18940803
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL RAIMUNDO FRANCISCO DOS SANTOS;28028392;SE;São Cristóvão;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA A, SN CONJUNTO LUIZ ALVES. ROSA ELZE. 49100-000 São Cristóvão - SE.";(79) 98232117;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-10.94161411;-37.12528608
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO TIA LULU LTDA;28028503;SE;São Cristóvão;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MAJOR TELES DE MENEZES, 576 ROSA ELZE. 49100-000 São Cristóvão - SE.";(79) 988519207;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.92277437;-37.10751969
ESCOLA PARALISADA;NOSSO ESPACO DE APRENDIZAGEM C E LAZER;28028511;SE;São Cristóvão;Urbana;Não Informado;Privada;"RUA FREI NOBERTO, 11 CASA. 49100-000 São Cristóvão - SE.";(79) 32612453;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;COLEGIO CHAO DE ESTRELAS;28028520;SE;Santo Amaro das Brotas;Urbana;Não Informado;Privada;"RUA VALDEMAR SOBRAL, 284 CERTRO. 49180-000 Santo Amaro das Brotas - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EXCELENCIA UNIFICADO;28028538;SE;Arauá;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOAO NASCIMENTO COSTA, 234 CASA. CENTRO. 49220-000 Arauá - SE.";(79) 35471243;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-11.26606446;-37.61917552
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL PREFEITO ANFILOFIO FERNANDES VIANA;28028562;SE;Umbaúba;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA CAMERINO, 805 ESCOLA. CENTRO. 49260-000 Umbaúba - SE.";(79) 35462370;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-11.38209167;-37.64992833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DE 1º GRAU MARIA VANIRA RODRIGUES PEREIRA;28028589;SE;Areia Branca;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO COLONIA SAO PAULO, SN ZONA RURAL. 49580-000 Areia Branca - SE.";(79) 99767089;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;-10.7671914;-37.2871258
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL FRANCISCO DA COSTA BATISTA;28028597;SE;São Cristóvão;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ELPIDIO BATISTA NERI, 665 ROSA ELZE. 49100-000 São Cristóvão - SE.";(79) 99902417;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atendimento Educacional Especializado;-10.9211866666667;-37.1099366666667
